Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-100594,Robotics Engineer,Retail,Pakistan,PhD,21,0.24,0.98,No,126781,"AWS, Excel, Machine Learning",Low,-1,49,Enterprise,Low,3.87,No,2.66,Declining
AIJ-100595,Cloud Architect,Energy,Germany,Bachelor,3,0.17,0.68,Hybrid,62373,"Kubernetes, AWS, Deep Learning, Prompt Engineering, Communication",Medium,1,57,Startup,High,4.94,No,2.41,Declining
AIJ-100596,Healthcare Analyst,Media,Singapore,PhD,7,0.85,0.96,No,196779,"Communication, Leadership, Excel, Docker, SQL, Azure",Medium,38,44,Medium,Moderate,2.47,Yes,2.6,Declining
AIJ-100597,Business Analyst,Technology,Japan,Bachelor,4,0.64,0.97,Hybrid,137556,"Azure, Data Visualization, Cloud Computing, Prompt Engineering, Project Management",High,22,32,Enterprise,High,4.2,Yes,2.3,Declining
AIJ-100598,Prompt Engineer,Media,Singapore,Bachelor,5,0.72,0.9,No,201472,"AWS, Machine Learning, Excel, Python",Medium,36,57,Startup,Low,3.42,Yes,2.29,Stable
AIJ-100599,Digital Marketer,Finance,UAE,High School,25,0.46,0.74,Hybrid,146301,"Python, Prompt Engineering, Azure",Medium,45,59,Startup,Low,3.39,Yes,1.03,Declining
AIJ-100600,Cloud Architect,Government,Singapore,High School,14,0.91,0.9,No,170860,"Docker, AWS, TensorFlow, SQL, Kubernetes, Prompt Engineering",High,-7,39,Medium,High,4.31,No,2.6,Growing
AIJ-100601,Machine Learning Engineer,Manufacturing,Australia,Master,4,0.73,0.66,Yes,59303,"PyTorch, Cloud Computing, Docker, Machine Learning, Kubernetes, Cybersecurity",Medium,3,38,Startup,Moderate,3.93,Yes,2.83,Growing
AIJ-100602,HR Specialist,Retail,Japan,High School,24,0.35,0.56,Yes,97612,"Deep Learning, Communication, Leadership, Cybersecurity, Excel, Kubernetes",Low,23,39,Startup,Low,4.64,No,3.86,Stable
AIJ-100603,Software Developer,Finance,Japan,Master,12,0.32,0.79,No,212211,"Project Management, AWS, Azure, Leadership",High,4,30,Startup,High,2.91,Yes,2.04,Growing
AIJ-100604,Prompt Engineer,Transportation,UK,PhD,5,0.82,0.45,No,128136,"AWS, Data Visualization, Excel, Leadership, Machine Learning, Project Management",Medium,-10,51,Startup,Moderate,2.67,Yes,1.9,Stable
AIJ-100605,Product Manager,Education,Germany,Master,21,0.46,0.92,Yes,33198,"Prompt Engineering, Excel, AWS",Medium,30,33,Medium,High,2.2,Yes,4.88,Declining
AIJ-100606,Digital Marketer,Transportation,UK,High School,19,0.21,0.94,No,94248,"Docker, Deep Learning, Kubernetes, Cybersecurity, TensorFlow, Excel",High,7,32,Enterprise,Low,4.2,Yes,4.62,Declining
AIJ-100607,Data Engineer,Technology,Pakistan,High School,6,0.74,0.58,No,55760,"SQL, Prompt Engineering, Deep Learning, Cloud Computing, Project Management",Low,18,32,Medium,Low,2.3,Yes,3.39,Stable
AIJ-100608,Teacher,Transportation,USA,Master,24,0.75,0.35,No,196443,"PyTorch, Cloud Computing, Azure",High,7,45,Enterprise,Low,2.99,No,3.06,Growing
AIJ-100609,Cloud Architect,Finance,UAE,High School,10,0.56,0.44,Hybrid,145354,"Communication, Deep Learning, Leadership, Cybersecurity, AWS",Medium,21,35,Startup,Low,4.28,No,1.38,Stable
AIJ-100610,Robotics Engineer,Manufacturing,Singapore,PhD,3,0.74,0.37,Hybrid,161538,"Kubernetes, Data Visualization, Prompt Engineering, TensorFlow, SQL",Medium,29,36,Enterprise,High,2.46,Yes,1.77,Stable
AIJ-100611,UX Designer,Education,India,PhD,9,0.93,0.72,No,139290,"Data Visualization, Kubernetes, Leadership, Communication",Low,9,40,Enterprise,Moderate,4.49,No,2.8,Stable
AIJ-100612,UX Designer,Technology,Germany,Bachelor,21,0.63,0.31,Hybrid,149770,"PyTorch, Python, TensorFlow, Docker, Prompt Engineering, Data Visualization",Medium,8,56,Medium,Low,2.97,No,2.3,Growing
AIJ-100613,Healthcare Analyst,Transportation,Japan,PhD,1,0.3,0.26,Hybrid,72052,"Prompt Engineering, Docker, Azure, PyTorch",Medium,34,60,Enterprise,Moderate,2.75,No,1.24,Declining
AIJ-100614,Healthcare Analyst,Energy,UK,Bachelor,18,0.15,0.31,No,49395,"Communication, Excel, Azure, AWS, Cybersecurity",High,2,47,Startup,Moderate,2.74,No,3.23,Stable
AIJ-100615,Business Analyst,Finance,Pakistan,PhD,7,0.91,0.49,No,146874,"Cybersecurity, Machine Learning, Leadership",Medium,11,36,Enterprise,High,2.78,Yes,1.56,Growing
AIJ-100616,Data Scientist,Government,Australia,High School,16,0.1,0.98,No,127904,"PyTorch, TensorFlow, AWS, Docker, Python, Communication",High,21,39,Enterprise,Moderate,3.9,Yes,3.26,Growing
AIJ-100617,Business Analyst,Healthcare,Australia,Master,14,0.57,0.57,No,200439,"Kubernetes, Data Visualization, Machine Learning",High,-1,50,Medium,Low,2.55,No,2.82,Growing
AIJ-100618,Software Developer,Retail,Germany,Master,17,0.07,0.38,No,141974,"Python, TensorFlow, Project Management, Kubernetes, AWS, Prompt Engineering",High,32,36,Enterprise,Moderate,4.68,Yes,1.76,Declining
AIJ-100619,Software Developer,Media,Pakistan,High School,10,0.53,0.95,No,40342,"Project Management, Data Visualization, Cloud Computing, Python",Low,32,36,Startup,Moderate,2.49,No,1.93,Declining
AIJ-100620,Prompt Engineer,Technology,UAE,PhD,12,0.9,0.22,Yes,84679,"Python, Cybersecurity, Azure, SQL, PyTorch",Low,39,42,Enterprise,Low,2.28,Yes,3.03,Growing
AIJ-100621,Healthcare Analyst,Energy,Germany,Bachelor,2,0.9,0.79,Hybrid,123949,"Data Visualization, Prompt Engineering, Cloud Computing",Medium,20,38,Enterprise,Low,4.83,Yes,1.03,Stable
AIJ-100622,Digital Marketer,Healthcare,Australia,PhD,0,0.44,0.87,No,108825,"Cloud Computing, Excel, Docker, Cybersecurity, PyTorch, SQL",High,31,58,Medium,Low,2.42,Yes,1.71,Declining
AIJ-100623,Business Analyst,Retail,Pakistan,PhD,5,0.47,0.23,No,186291,"Docker, Cybersecurity, Kubernetes, Excel",Low,1,59,Enterprise,Low,4.23,Yes,2.46,Declining
AIJ-100624,Teacher,Manufacturing,USA,High School,10,0.41,0.49,Yes,99515,"Python, AWS, Prompt Engineering, Cybersecurity",Medium,-8,53,Startup,Moderate,2.14,No,4.05,Growing
AIJ-100625,Cloud Architect,Transportation,UAE,PhD,17,0.86,0.27,No,47386,"Data Visualization, Cloud Computing, Python, Kubernetes",Low,44,49,Enterprise,Low,2.93,No,4.6,Stable
AIJ-100626,Business Analyst,Finance,Germany,Bachelor,25,0.49,0.86,Yes,179747,"Leadership, Excel, Cloud Computing, Deep Learning",Low,32,32,Enterprise,Low,4.15,No,4.55,Declining
AIJ-100627,HR Specialist,Media,Singapore,Master,24,0.64,0.46,Yes,151149,"Deep Learning, Communication, Data Visualization, Excel",Medium,17,41,Enterprise,Low,3.74,Yes,3.99,Stable
AIJ-100628,Machine Learning Engineer,Energy,Pakistan,High School,18,0.18,0.23,No,92345,"Prompt Engineering, Data Visualization, Python",Medium,44,41,Startup,High,4.61,No,2.81,Declining
AIJ-100629,Machine Learning Engineer,Retail,Pakistan,PhD,24,0.74,0.93,Hybrid,118409,"Communication, Azure, Cloud Computing, Excel, Cybersecurity, Leadership",Medium,32,33,Enterprise,Moderate,4.29,No,1.25,Stable
AIJ-100630,Financial Analyst,Retail,UAE,PhD,17,0.16,0.76,Yes,63108,"Python, Cybersecurity, Cloud Computing, AWS, Deep Learning, SQL",High,1,42,Enterprise,Low,2.43,Yes,4.1,Declining
AIJ-100631,Machine Learning Engineer,Manufacturing,UK,High School,21,0.38,0.38,Yes,169164,"Docker, Cybersecurity, SQL, TensorFlow, Communication",High,30,57,Enterprise,Low,4.53,Yes,3.16,Growing
AIJ-100632,Blockchain Developer,Manufacturing,UK,Master,0,0.86,0.97,Yes,154923,"Prompt Engineering, Communication, SQL, Kubernetes, Cybersecurity, Azure",Medium,35,47,Enterprise,Moderate,2.63,Yes,1.24,Stable
AIJ-100633,Prompt Engineer,Finance,Australia,PhD,18,0.92,0.97,Yes,93560,"Cybersecurity, AWS, Data Visualization, TensorFlow",Low,43,41,Startup,Low,4.89,No,1.56,Stable
AIJ-100634,Data Scientist,Healthcare,Singapore,Master,16,0.18,0.42,Yes,115844,"Cybersecurity, Prompt Engineering, Azure",High,28,45,Startup,High,3.31,Yes,3.17,Growing
AIJ-100635,Blockchain Developer,Energy,Japan,Bachelor,22,0.39,0.9,Hybrid,59579,"Cybersecurity, Machine Learning, Leadership, Azure, Kubernetes, Python",Medium,38,39,Startup,High,2.31,No,1.97,Growing
AIJ-100636,UX Designer,Media,Pakistan,PhD,21,0.3,0.77,No,102316,"PyTorch, Kubernetes, SQL, Leadership, AWS, TensorFlow",Medium,-5,30,Startup,High,4.42,Yes,3.34,Declining
AIJ-100637,Prompt Engineer,Technology,Japan,High School,18,0.39,0.61,Hybrid,204996,"Communication, Cloud Computing, AWS, Kubernetes, Project Management, PyTorch",Low,26,33,Startup,Low,3.08,No,4.26,Growing
AIJ-100638,DevOps Engineer,Technology,Germany,Bachelor,0,0.57,0.61,Hybrid,134514,"Excel, Azure, Docker",Medium,-4,39,Medium,Low,4.19,No,2.43,Growing
AIJ-100639,UX Designer,Finance,Germany,Master,23,0.09,0.56,No,196410,"Excel, Deep Learning, Communication, Docker, TensorFlow",Medium,39,56,Startup,Moderate,4.57,No,2.41,Growing
AIJ-100640,Teacher,Transportation,UK,PhD,6,0.7,0.71,No,112031,"Leadership, Project Management, Cloud Computing, Azure",High,21,41,Medium,Moderate,4.69,Yes,4.84,Stable
AIJ-100641,Robotics Engineer,Media,Singapore,Bachelor,12,0.87,0.75,Hybrid,176927,"Cloud Computing, Prompt Engineering, Project Management",High,-6,36,Startup,Low,4.13,No,4.41,Declining
AIJ-100642,Teacher,Government,Canada,Master,7,0.14,0.96,No,107047,"Kubernetes, Excel, TensorFlow, Machine Learning, Prompt Engineering",Low,5,47,Startup,High,4.98,Yes,2.98,Growing
AIJ-100643,Digital Marketer,Technology,Japan,PhD,14,0.78,0.31,No,107802,"Deep Learning, Kubernetes, Azure, Leadership",High,25,48,Startup,Moderate,2.56,No,3.51,Stable
AIJ-100644,Data Engineer,Manufacturing,Canada,Bachelor,10,0.86,0.94,Hybrid,113926,"Excel, Communication, PyTorch, Data Visualization, Azure",Low,40,47,Enterprise,Low,2.29,No,3.14,Declining
AIJ-100645,Blockchain Developer,Transportation,Japan,PhD,2,0.57,0.24,Yes,192216,"Excel, Deep Learning, Azure, Cybersecurity",Low,25,44,Enterprise,High,2.17,No,2.91,Growing
AIJ-100646,Teacher,Transportation,Australia,Bachelor,12,0.3,0.4,Yes,37229,"Machine Learning, Excel, Kubernetes, Docker",High,18,39,Enterprise,High,4.02,No,1.93,Growing
AIJ-100647,Teacher,Healthcare,Singapore,PhD,23,0.73,0.66,Yes,48615,"Cybersecurity, Leadership, Python, Project Management, AWS, Excel",High,2,37,Enterprise,Low,4.51,Yes,3.6,Stable
AIJ-100648,Prompt Engineer,Energy,Australia,PhD,4,0.9,0.65,No,209661,"Leadership, Machine Learning, Cloud Computing",Low,-4,39,Medium,Low,4.12,No,3.0,Declining
AIJ-100649,Product Manager,Retail,USA,High School,17,0.62,0.47,Yes,54648,"TensorFlow, Prompt Engineering, Deep Learning, Data Visualization, Leadership",High,13,33,Startup,Low,4.89,Yes,1.02,Stable
AIJ-100650,Business Analyst,Manufacturing,Canada,Bachelor,19,0.62,0.59,No,170303,"Python, Excel, Machine Learning, AWS, Cloud Computing",High,1,58,Medium,High,4.54,Yes,3.03,Stable
AIJ-100651,Machine Learning Engineer,Government,Singapore,Bachelor,3,0.89,0.29,No,209052,"SQL, Cloud Computing, Project Management",Low,28,34,Enterprise,Moderate,4.81,No,4.14,Declining
AIJ-100652,Business Analyst,Energy,USA,Master,1,0.18,0.96,No,158651,"Leadership, Deep Learning, Excel",High,35,54,Enterprise,Low,4.54,Yes,3.65,Stable
AIJ-100653,DevOps Engineer,Energy,Australia,PhD,2,0.74,0.43,No,194191,"Kubernetes, Prompt Engineering, Project Management, Data Visualization, Machine Learning, Deep Learning",Low,21,33,Medium,High,3.45,No,2.22,Stable
AIJ-100654,HR Specialist,Media,UK,Master,23,0.9,0.44,Yes,184001,"Docker, SQL, Prompt Engineering",High,-9,31,Medium,Moderate,2.56,Yes,4.29,Growing
AIJ-100655,Blockchain Developer,Finance,Germany,Master,2,0.68,0.92,Hybrid,55860,"Docker, Kubernetes, Data Visualization, Communication, AWS, Leadership",Low,21,36,Enterprise,High,3.84,Yes,4.69,Declining
AIJ-100656,Machine Learning Engineer,Energy,Germany,Master,12,0.64,0.92,Yes,116704,"Project Management, Python, Deep Learning",Low,-1,49,Startup,High,4.01,No,3.72,Growing
AIJ-100657,Business Analyst,Transportation,India,High School,20,0.42,0.53,Hybrid,102898,"Prompt Engineering, Communication, PyTorch, Excel, Python",Medium,-8,52,Medium,Low,3.99,Yes,1.28,Declining
AIJ-100658,Prompt Engineer,Retail,Singapore,Master,9,0.22,0.46,Hybrid,97239,"Data Visualization, AWS, Machine Learning",Medium,-4,54,Startup,Moderate,4.47,Yes,4.8,Growing
AIJ-100659,Machine Learning Engineer,Healthcare,Canada,Bachelor,13,0.15,0.23,Hybrid,131728,"Prompt Engineering, Cybersecurity, SQL, Deep Learning, Azure, AWS",Medium,18,53,Startup,Moderate,3.79,Yes,3.65,Growing
AIJ-100660,Machine Learning Engineer,Manufacturing,UAE,Bachelor,20,0.06,0.32,Yes,95746,"Prompt Engineering, Leadership, SQL, Project Management",Medium,14,34,Medium,High,2.19,Yes,3.51,Stable
AIJ-100661,Data Engineer,Manufacturing,USA,High School,21,0.53,0.64,Yes,67581,"Python, Azure, Machine Learning, PyTorch, Cloud Computing, Project Management",Medium,23,47,Startup,High,4.16,No,2.48,Declining
AIJ-100662,HR Specialist,Healthcare,Germany,High School,18,0.05,0.25,Hybrid,131587,"Deep Learning, Python, TensorFlow",Low,-9,50,Medium,High,3.93,No,3.74,Stable
AIJ-100663,Data Engineer,Manufacturing,Germany,Bachelor,9,0.48,0.91,Hybrid,149071,"Deep Learning, AWS, Communication, Data Visualization, Leadership, Kubernetes",High,1,60,Medium,Moderate,4.65,No,3.96,Stable
AIJ-100664,Software Developer,Manufacturing,Germany,PhD,13,0.84,0.87,No,135442,"Cybersecurity, SQL, Azure, Prompt Engineering, Excel",Medium,36,44,Medium,Moderate,3.39,No,2.3,Stable
AIJ-100665,Teacher,Manufacturing,UAE,PhD,11,0.69,0.65,Hybrid,202838,"Docker, Prompt Engineering, Deep Learning, Cloud Computing",Medium,3,42,Startup,Moderate,2.33,No,2.2,Growing
AIJ-100666,Machine Learning Engineer,Transportation,USA,Bachelor,12,0.64,0.94,Hybrid,143189,"SQL, Prompt Engineering, Docker, Data Visualization, Communication, Machine Learning",High,1,38,Enterprise,High,3.69,Yes,3.56,Growing
AIJ-100667,Healthcare Analyst,Government,Japan,High School,21,0.27,0.78,Yes,157581,"Cybersecurity, PyTorch, Leadership, Deep Learning",Low,-5,30,Startup,Low,2.99,Yes,2.25,Stable
AIJ-100668,HR Specialist,Transportation,UAE,Master,22,0.11,0.69,Yes,112706,"Cybersecurity, Prompt Engineering, Project Management, PyTorch",Medium,9,33,Enterprise,Low,4.7,Yes,1.65,Declining
AIJ-100669,Blockchain Developer,Healthcare,USA,Bachelor,12,0.93,0.72,No,68442,"Data Visualization, AWS, Communication, Excel, PyTorch, Cloud Computing",Medium,20,35,Startup,High,4.06,No,4.72,Growing
AIJ-100670,Financial Analyst,Healthcare,UK,Bachelor,19,0.56,0.9,No,52284,"Azure, Python, AWS, Leadership",High,15,59,Startup,Low,4.98,Yes,4.85,Stable
AIJ-100671,Financial Analyst,Retail,Germany,Master,16,0.85,0.53,Yes,74318,"Machine Learning, Excel, AWS, Python, Project Management",Medium,10,58,Startup,Low,3.95,No,2.05,Stable
AIJ-100672,Data Scientist,Government,USA,Master,12,0.35,0.22,Yes,193622,"SQL, Communication, Azure, Leadership, Kubernetes",Medium,14,42,Startup,High,4.02,No,2.34,Growing
AIJ-100673,Cybersecurity Analyst,Transportation,Canada,Master,16,0.55,0.59,Yes,99906,"PyTorch, Leadership, Cybersecurity, Data Visualization, Excel, AWS",Low,41,34,Startup,Low,2.22,No,1.26,Growing
AIJ-100674,Cybersecurity Analyst,Finance,Japan,PhD,20,0.06,0.84,No,191863,"Machine Learning, Kubernetes, Python, Excel",High,-4,49,Startup,Low,4.11,Yes,4.67,Declining
AIJ-100675,Cybersecurity Analyst,Energy,Pakistan,Bachelor,15,0.76,0.38,Yes,43106,"Machine Learning, Kubernetes, Python, Prompt Engineering",High,21,49,Enterprise,Low,3.41,Yes,2.77,Growing
AIJ-100676,Business Analyst,Healthcare,Canada,Bachelor,5,0.29,0.89,No,180846,"Machine Learning, Data Visualization, Prompt Engineering",Low,0,42,Enterprise,High,2.89,No,3.03,Stable
AIJ-100677,UX Designer,Retail,UK,High School,1,0.27,0.21,Yes,209183,"PyTorch, Communication, Excel, AWS",Medium,12,58,Enterprise,Low,3.86,No,1.32,Growing
AIJ-100678,HR Specialist,Retail,Pakistan,PhD,11,0.68,0.68,Hybrid,47269,"Python, Machine Learning, Leadership, Project Management, TensorFlow, Data Visualization",Medium,13,45,Medium,Moderate,2.94,Yes,1.91,Declining
AIJ-100679,Blockchain Developer,Transportation,UAE,Bachelor,4,0.84,0.46,Hybrid,135707,"Excel, PyTorch, Azure",Medium,16,60,Startup,Low,4.36,No,4.96,Growing
AIJ-100680,Software Developer,Government,UK,Bachelor,3,0.76,0.72,Yes,75293,"TensorFlow, Excel, Python, Prompt Engineering",Medium,20,34,Medium,Moderate,2.59,No,2.57,Stable
AIJ-100681,IoT Specialist,Technology,Pakistan,High School,2,0.5,0.54,No,71896,"Deep Learning, Prompt Engineering, AWS, Project Management, Excel",High,20,49,Medium,Low,2.71,No,4.21,Stable
AIJ-100682,Teacher,Finance,Singapore,Master,10,0.67,0.54,Hybrid,61941,"Python, Project Management, Data Visualization, AWS, Leadership, Cybersecurity",Medium,41,52,Startup,Moderate,3.7,No,1.25,Stable
AIJ-100683,IoT Specialist,Retail,Singapore,Master,18,0.26,0.89,No,111929,"PyTorch, Deep Learning, Prompt Engineering, Data Visualization, Excel",High,2,58,Startup,Moderate,4.34,Yes,3.83,Growing
AIJ-100684,Prompt Engineer,Finance,Japan,Master,2,0.07,0.6,Hybrid,55056,"Deep Learning, AWS, Docker, Azure",Medium,19,49,Enterprise,Moderate,2.2,No,4.11,Stable
AIJ-100685,Teacher,Transportation,Singapore,Bachelor,25,0.25,0.2,No,123367,"Excel, SQL, AWS, Cloud Computing",Medium,21,40,Enterprise,High,2.6,Yes,4.83,Growing
AIJ-100686,Prompt Engineer,Energy,USA,Master,8,0.52,0.6,Yes,95071,"Project Management, SQL, Prompt Engineering",Low,8,30,Startup,High,3.93,No,1.31,Stable
AIJ-100687,Blockchain Developer,Retail,Germany,PhD,9,0.45,0.45,Yes,101710,"Azure, TensorFlow, Data Visualization, Project Management",High,-2,40,Startup,Low,2.16,No,3.21,Stable
AIJ-100688,Healthcare Analyst,Government,USA,Master,10,0.44,0.46,Hybrid,76661,"Leadership, TensorFlow, Python, Kubernetes",High,-8,58,Enterprise,Low,4.17,Yes,2.99,Declining
AIJ-100689,Healthcare Analyst,Healthcare,Australia,Master,24,0.26,0.8,Yes,123606,"Cybersecurity, Cloud Computing, Data Visualization, Excel",Medium,15,47,Startup,High,3.25,No,3.78,Growing
AIJ-100690,Digital Marketer,Education,USA,High School,1,0.15,0.92,Hybrid,98355,"Prompt Engineering, Azure, Data Visualization",High,4,45,Startup,Low,2.66,Yes,4.8,Declining
AIJ-100691,DevOps Engineer,Media,Canada,High School,6,0.74,0.59,Hybrid,205542,"Leadership, TensorFlow, Docker, Python, Communication",Low,3,37,Enterprise,Moderate,2.02,Yes,3.33,Stable
AIJ-100692,Robotics Engineer,Retail,Singapore,Master,16,0.06,0.7,No,193261,"TensorFlow, Prompt Engineering, Cybersecurity, Communication",Low,43,36,Enterprise,Moderate,3.0,No,4.59,Stable
AIJ-100693,Product Manager,Energy,Germany,Bachelor,3,0.45,0.96,Yes,206120,"Project Management, Azure, Python",Medium,41,33,Enterprise,Low,2.6,No,4.33,Growing
AIJ-100694,Business Analyst,Media,USA,Master,0,0.63,0.38,Yes,96147,"Project Management, Excel, Azure, Python",Low,45,40,Startup,Moderate,4.84,No,3.88,Stable
AIJ-100695,Cybersecurity Analyst,Government,Canada,High School,0,0.77,0.73,Hybrid,95147,"Data Visualization, AWS, Docker, Communication, Project Management, Cybersecurity",Low,44,30,Medium,Low,2.91,No,3.91,Declining
AIJ-100696,Cybersecurity Analyst,Retail,Australia,High School,9,0.63,0.97,Yes,127732,"SQL, Excel, Prompt Engineering",Low,9,34,Medium,Moderate,4.79,Yes,1.48,Growing
AIJ-100697,HR Specialist,Media,India,Master,0,0.15,0.77,Hybrid,149339,"AWS, Data Visualization, Python",High,20,32,Enterprise,High,2.46,Yes,2.59,Stable
AIJ-100698,HR Specialist,Technology,Canada,Master,22,0.8,0.53,No,33478,"SQL, AWS, PyTorch",High,20,36,Medium,Low,4.01,Yes,1.94,Stable
AIJ-100699,Robotics Engineer,Manufacturing,Canada,Master,14,0.76,0.77,No,42397,"SQL, PyTorch, AWS",High,0,41,Enterprise,Moderate,4.18,Yes,2.28,Growing
AIJ-100700,IoT Specialist,Media,Australia,Master,13,0.94,0.81,Yes,68701,"PyTorch, Data Visualization, TensorFlow, Docker, Deep Learning",High,6,58,Startup,Moderate,4.77,No,2.8,Growing
AIJ-100701,HR Specialist,Finance,Germany,PhD,2,0.36,0.7,No,71793,"SQL, Leadership, Cybersecurity, Project Management",Low,22,47,Startup,High,2.31,Yes,2.02,Growing
AIJ-100702,Data Engineer,Energy,Singapore,PhD,7,0.34,0.86,Hybrid,127864,"Deep Learning, Leadership, AWS, SQL",Medium,37,43,Enterprise,Low,2.68,No,1.62,Growing
AIJ-100703,Digital Marketer,Energy,India,Bachelor,17,0.18,0.26,Hybrid,110361,"Python, Docker, Cloud Computing, Deep Learning",Low,42,36,Startup,Low,2.09,Yes,1.83,Growing
AIJ-100704,Prompt Engineer,Technology,Japan,Master,10,0.91,0.53,No,123720,"Machine Learning, Communication, Azure",Medium,3,39,Medium,High,3.77,No,3.54,Growing
AIJ-100705,IoT Specialist,Energy,Singapore,High School,13,0.34,0.22,Hybrid,213666,"AWS, SQL, Kubernetes",High,29,58,Medium,High,3.47,Yes,2.52,Stable
AIJ-100706,Cloud Architect,Transportation,Australia,Master,7,0.12,0.77,Hybrid,217592,"AWS, Communication, Machine Learning",Medium,-8,40,Medium,High,4.33,No,1.87,Stable
AIJ-100707,Machine Learning Engineer,Transportation,India,PhD,25,0.89,0.55,Hybrid,161615,"Python, Cybersecurity, Kubernetes",High,36,31,Medium,High,2.35,No,1.7,Stable
AIJ-100708,Business Analyst,Transportation,UAE,Bachelor,0,0.43,0.74,No,50138,"Data Visualization, SQL, Project Management, AWS, Kubernetes",High,41,50,Startup,Moderate,2.13,Yes,1.89,Growing
AIJ-100709,HR Specialist,Technology,UAE,PhD,11,0.17,0.97,Hybrid,188651,"Deep Learning, Azure, Cloud Computing, SQL, Machine Learning, PyTorch",Medium,-9,52,Enterprise,High,3.1,Yes,2.67,Declining
